Algorithm,Baseline,originalTitle,originalCategory,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
bloomfilter,RandomBaseline03,Equanimity,Religion_50,0.62,0.54,0.52,0.58,0.42,0.58,0.3,0.36,0.58,0.68,0.54,0.48,0.5,0.72,0.42,0.54,0.72,0.5,0.48,0.52,0.42,0.54,0.52,0.46,0.38,0.56,0.42
bloomfilter,RandomBaseline03,Ethics in religion,Religion_50,0.84,0.64,0.68,0.74,0.56,0.54,0.28,0.64,0.76,0.74,0.54,0.58,0.68,0.82,0.8,0.68,0.76,0.7,0.62,0.66,0.74,0.66,0.68,0.48,0.42,0.72,0.46
bloomfilter,RandomBaseline03,Faith-based organization,Religion_50,0.34,0.2,0.24,0.28,0.26,0.32,0.18,0.28,0.36,0.24,0.24,0.26,0.18,0.3,0.24,0.28,0.36,0.26,0.3,0.34,0.2,0.32,0.36,0.16,0.22,0.38,0.18
bloomfilter,RandomBaseline03,Haizidao,Religion_50,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
bloomfilter,RandomBaseline03,His Holiness,Religion_50,0.2,0.12,0.16,0.18,0.12,0.18,0.1,0.12,0.18,0.12,0.14,0.12,0.12,0.22,0.08,0.12,0.16,0.14,0.14,0.16,0.12,0.16,0.14,0.1,0.12,0.2,0.12
bloomfilter,RandomBaseline03,History of theology,Religion_50,0.8,0.52,0.62,0.76,0.56,0.7,0.28,0.48,0.74,0.6,0.46,0.5,0.54,0.78,0.5,0.64,0.7,0.48,0.66,0.66,0.58,0.6,0.76,0.56,0.36,0.7,0.44
bloomfilter,RandomBaseline03,Holy Land,Religion_50,0.6,0.54,0.42,0.56,0.44,0.5,0.38,0.4,0.48,0.58,0.5,0.5,0.38,0.68,0.44,0.52,0.6,0.5,0.46,0.44,0.38,0.5,0.54,0.36,0.52,0.58,0.5
bloomfilter,RandomBaseline03,Infallibilism,Religion_50,0.32,0.22,0.24,0.3,0.2,0.3,0.1,0.16,0.32,0.26,0.16,0.24,0.22,0.38,0.24,0.3,0.34,0.24,0.24,0.28,0.26,0.34,0.34,0.18,0.18,0.36,0.16
bloomfilter,RandomBaseline03,Invisible Pink Unicorn,Religion_50,0.7,0.56,0.62,0.58,0.54,0.7,0.28,0.46,0.66,0.6,0.48,0.56,0.56,0.72,0.52,0.64,0.64,0.6,0.54,0.54,0.56,0.66,0.54,0.48,0.42,0.56,0.48
bloomfilter,RandomBaseline03,Judaism,Religion_50,0.88,0.62,0.64,0.86,0.62,0.68,0.32,0.66,0.82,0.72,0.64,0.64,0.58,0.96,0.7,0.78,0.82,0.7,0.7,0.68,0.72,0.84,0.78,0.56,0.58,0.82,0.58
bloomfilter,RandomBaseline03,Karakia,Religion_50,0.3,0.26,0.26,0.36,0.28,0.32,0.18,0.2,0.3,0.26,0.24,0.26,0.2,0.34,0.26,0.28,0.32,0.18,0.28,0.3,0.22,0.28,0.34,0.2,0.24,0.24,0.28
bloomfilter,RandomBaseline03,Libertas ecclesiae,Religion_50,0.34,0.28,0.26,0.34,0.28,0.3,0.14,0.24,0.3,0.28,0.24,0.26,0.22,0.3,0.26,0.2,0.3,0.28,0.3,0.3,0.22,0.24,0.3,0.22,0.22,0.32,0.24
bloomfilter,RandomBaseline03,List of apologetic works,Religion_50,0.08,0.08,0.06,0.08,0.08,0.04,0.0,0.08,0.06,0.06,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
bloomfilter,RandomBaseline03,Mesopotamian prayer,Religion_50,0.7,0.54,0.52,0.66,0.46,0.6,0.4,0.4,0.6,0.52,0.5,0.52,0.4,0.72,0.58,0.52,0.62,0.52,0.6,0.54,0.54,0.56,0.6,0.46,0.42,0.56,0.4
bloomfilter,RandomBaseline03,Montamentu,Religion_50,0.06,0.02,0.04,0.06,0.02,0.06,0.02,0.04,0.06,0.06,0.02,0.06,0.02,0.06,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.06,0.02,0.04,0.04,0.02
bloomfilter,RandomBaseline03,Multiconfessionalism,Religion_50,0.12,0.08,0.12,0.1,0.08,0.08,0.02,0.1,0.14,0.1,0.08,0.1,0.1,0.1,0.1,0.12,0.12,0.1,0.1,0.1,0.12,0.14,0.14,0.08,0.1,0.16,0.08
bloomfilter,RandomBaseline03,Multiple religious belonging,Religion_50,0.8,0.66,0.7,0.74,0.6,0.72,0.3,0.56,0.74,0.76,0.5,0.7,0.68,0.8,0.62,0.72,0.78,0.66,0.64,0.7,0.74,0.78,0.84,0.56,0.42,0.7,0.64
bloomfilter,RandomBaseline03,Numen,Religion_50,0.68,0.62,0.56,0.66,0.4,0.56,0.28,0.42,0.64,0.64,0.54,0.58,0.46,0.66,0.56,0.64,0.64,0.54,0.48,0.48,0.5,0.58,0.56,0.46,0.38,0.54,0.48
bloomfilter,RandomBaseline03,Open Episcopal Church,Religion_50,0.52,0.34,0.38,0.52,0.42,0.5,0.3,0.32,0.54,0.38,0.44,0.38,0.32,0.6,0.36,0.38,0.64,0.48,0.5,0.4,0.36,0.52,0.48,0.36,0.44,0.48,0.32
bloomfilter,RandomBaseline03,Orthodoxy in Azerbaijan,Religion_50,0.52,0.34,0.38,0.6,0.44,0.52,0.18,0.3,0.56,0.5,0.48,0.44,0.44,0.66,0.32,0.46,0.6,0.48,0.42,0.42,0.38,0.52,0.58,0.4,0.42,0.54,0.38
bloomfilter,RandomBaseline03,Political science of religion,Religion_50,0.32,0.3,0.3,0.38,0.3,0.4,0.12,0.36,0.4,0.32,0.26,0.32,0.28,0.4,0.3,0.34,0.38,0.36,0.36,0.34,0.3,0.38,0.44,0.3,0.3,0.4,0.34
bloomfilter,RandomBaseline03,Ptolemaic cult of Alexander the Great,Religion_50,0.68,0.5,0.48,0.7,0.58,0.54,0.24,0.52,0.66,0.58,0.58,0.54,0.48,0.8,0.52,0.62,0.7,0.54,0.54,0.54,0.44,0.62,0.62,0.46,0.54,0.68,0.5
bloomfilter,RandomBaseline03,Purépecha religion,Religion_50,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.0
bloomfilter,RandomBaseline03,Religion,Religion_50,0.86,0.64,0.72,0.82,0.58,0.66,0.3,0.64,0.8,0.8,0.56,0.64,0.64,0.92,0.6,0.68,0.74,0.66,0.56,0.72,0.72,0.72,0.66,0.54,0.5,0.66,0.52
bloomfilter,RandomBaseline03,Religion in space,Religion_50,0.42,0.42,0.34,0.44,0.46,0.54,0.32,0.42,0.56,0.38,0.48,0.38,0.34,0.66,0.38,0.48,0.66,0.58,0.44,0.44,0.3,0.62,0.52,0.36,0.42,0.5,0.38
bloomfilter,RandomBaseline03,Religion on the Line,Religion_50,0.16,0.1,0.14,0.14,0.14,0.22,0.14,0.16,0.22,0.2,0.18,0.16,0.16,0.22,0.18,0.2,0.2,0.18,0.14,0.22,0.14,0.18,0.18,0.16,0.12,0.24,0.18
bloomfilter,RandomBaseline03,Royal Navy Chaplaincy Service,Religion_50,0.08,0.02,0.04,0.02,0.04,0.06,0.02,0.04,0.08,0.04,0.1,0.04,0.02,0.08,0.04,0.1,0.08,0.06,0.06,0.04,0.04,0.06,0.06,0.08,0.06,0.12,0.04
bloomfilter,RandomBaseline03,Sacred,Religion_50,0.8,0.66,0.64,0.7,0.54,0.74,0.28,0.64,0.74,0.76,0.66,0.68,0.6,0.84,0.66,0.7,0.7,0.58,0.66,0.72,0.68,0.8,0.74,0.56,0.54,0.68,0.56
bloomfilter,RandomBaseline03,Sathya Sai Baba,Religion_50,0.72,0.52,0.64,0.72,0.64,0.66,0.42,0.62,0.82,0.7,0.6,0.6,0.54,0.74,0.54,0.74,0.76,0.72,0.74,0.72,0.54,0.7,0.74,0.52,0.64,0.78,0.58
bloomfilter,RandomBaseline03,Section 2 of the Canadian Charter of Rights and Freedoms,Religion_50,0.76,0.54,0.66,0.76,0.58,0.74,0.38,0.5,0.8,0.74,0.6,0.54,0.7,0.7,0.68,0.6,0.88,0.64,0.8,0.78,0.54,0.78,0.88,0.46,0.46,0.84,0.48
bloomfilter,RandomBaseline03,Singleness of heart,Religion_50,0.28,0.28,0.26,0.26,0.24,0.2,0.16,0.2,0.28,0.28,0.24,0.28,0.2,0.36,0.16,0.22,0.28,0.22,0.22,0.22,0.18,0.26,0.24,0.16,0.2,0.18,0.22
bloomfilter,RandomBaseline03,Sirotci,Religion_50,0.14,0.06,0.08,0.1,0.1,0.14,0.1,0.12,0.12,0.1,0.12,0.14,0.1,0.12,0.14,0.1,0.16,0.12,0.1,0.06,0.04,0.12,0.14,0.08,0.12,0.16,0.08
bloomfilter,RandomBaseline03,Towards a Global Ethic: An Initial Declaration,Religion_50,0.7,0.52,0.62,0.8,0.56,0.64,0.36,0.54,0.8,0.66,0.56,0.5,0.64,0.74,0.64,0.68,0.82,0.68,0.7,0.7,0.48,0.64,0.78,0.42,0.5,0.66,0.44
bloomfilter,RandomBaseline03,United States Ambassador-at-Large for International Religious Freedom,Religion_50,0.28,0.24,0.2,0.18,0.26,0.22,0.24,0.2,0.22,0.26,0.24,0.12,0.26,0.28,0.24,0.22,0.3,0.24,0.28,0.22,0.18,0.2,0.3,0.16,0.18,0.26,0.18
bloomfilter,RandomBaseline03,Zindīq,Religion_50,0.62,0.6,0.62,0.74,0.54,0.56,0.26,0.44,0.7,0.56,0.54,0.5,0.56,0.68,0.6,0.58,0.64,0.5,0.52,0.52,0.62,0.6,0.54,0.5,0.42,0.68,0.4
bloomfilter,RandomBaseline03,Ancient Aliens,Science_50,0.52,0.5,0.3,0.42,0.36,0.6,0.46,0.4,0.66,0.52,0.42,0.42,0.48,0.6,0.52,0.52,0.46,0.54,0.4,0.48,0.46,0.52,0.5,0.38,0.36,0.44,0.44
bloomfilter,RandomBaseline03,Annals of Philosophy,Science_50,0.3,0.34,0.38,0.32,0.32,0.32,0.18,0.28,0.42,0.34,0.26,0.28,0.24,0.38,0.32,0.32,0.44,0.38,0.36,0.34,0.26,0.36,0.38,0.28,0.22,0.32,0.32
bloomfilter,RandomBaseline03,Antiquarian science books,Science_50,0.26,0.28,0.3,0.28,0.3,0.3,0.12,0.2,0.28,0.24,0.16,0.26,0.18,0.28,0.24,0.24,0.32,0.28,0.26,0.28,0.2,0.2,0.26,0.22,0.24,0.24,0.24
bloomfilter,RandomBaseline03,Apollo's Arrow,Science_50,0.48,0.48,0.48,0.48,0.44,0.44,0.26,0.38,0.5,0.46,0.36,0.56,0.48,0.5,0.34,0.48,0.52,0.52,0.46,0.46,0.4,0.48,0.5,0.44,0.34,0.5,0.48
bloomfilter,RandomBaseline03,Aryan race,Science_50,0.82,0.68,0.66,0.7,0.58,0.72,0.24,0.5,0.66,0.72,0.56,0.6,0.54,0.68,0.56,0.62,0.7,0.56,0.62,0.66,0.64,0.7,0.66,0.6,0.54,0.72,0.56
bloomfilter,RandomBaseline03,BDORT,Science_50,0.62,0.6,0.62,0.58,0.66,0.66,0.2,0.52,0.76,0.62,0.52,0.56,0.6,0.56,0.54,0.7,0.7,0.62,0.7,0.74,0.52,0.58,0.7,0.56,0.56,0.62,0.54
bloomfilter,RandomBaseline03,Body Worlds,Science_50,0.72,0.6,0.72,0.7,0.74,0.66,0.36,0.6,0.82,0.7,0.64,0.56,0.58,0.74,0.62,0.72,0.82,0.7,0.72,0.78,0.54,0.7,0.82,0.54,0.54,0.76,0.62
bloomfilter,RandomBaseline03,Borderless selling,Science_50,0.42,0.4,0.38,0.52,0.26,0.3,0.22,0.34,0.44,0.4,0.16,0.34,0.38,0.36,0.26,0.32,0.4,0.42,0.38,0.34,0.28,0.38,0.42,0.22,0.36,0.36,0.3
bloomfilter,RandomBaseline03,BrainCraft,Science_50,0.28,0.3,0.2,0.26,0.24,0.26,0.14,0.26,0.3,0.3,0.12,0.26,0.18,0.26,0.18,0.3,0.24,0.26,0.24,0.18,0.18,0.24,0.22,0.22,0.16,0.24,0.28
bloomfilter,RandomBaseline03,Bully for Brontosaurus,Science_50,0.3,0.26,0.26,0.28,0.18,0.3,0.12,0.26,0.32,0.28,0.2,0.2,0.26,0.32,0.24,0.28,0.26,0.28,0.28,0.32,0.26,0.28,0.32,0.24,0.2,0.22,0.2
bloomfilter,RandomBaseline03,CEASE therapy,Science_50,0.48,0.4,0.46,0.5,0.36,0.46,0.38,0.38,0.52,0.38,0.4,0.3,0.48,0.48,0.36,0.48,0.62,0.48,0.68,0.46,0.34,0.48,0.68,0.34,0.34,0.54,0.36
bloomfilter,RandomBaseline03,Carcel,Science_50,0.04,0.06,0.04,0.06,0.04,0.02,0.04,0.04,0.0,0.02,0.0,0.04,0.02,0.04,0.0,0.08,0.06,0.04,0.04,0.04,0.02,0.04,0.06,0.02,0.06,0.06,0.04
bloomfilter,RandomBaseline03,Center for Open Science,Science_50,0.44,0.36,0.4,0.52,0.44,0.42,0.26,0.4,0.52,0.4,0.34,0.4,0.36,0.42,0.4,0.44,0.48,0.42,0.4,0.4,0.34,0.5,0.46,0.28,0.3,0.34,0.32
bloomfilter,RandomBaseline03,Characterology,Science_50,0.16,0.12,0.14,0.14,0.08,0.12,0.04,0.12,0.14,0.16,0.08,0.14,0.14,0.12,0.1,0.1,0.1,0.1,0.14,0.16,0.08,0.14,0.16,0.1,0.06,0.1,0.12
bloomfilter,RandomBaseline03,Chinese Chemical Society (Beijing),Science_50,0.16,0.08,0.1,0.14,0.1,0.18,0.08,0.12,0.14,0.12,0.1,0.14,0.1,0.14,0.16,0.14,0.16,0.18,0.14,0.08,0.14,0.16,0.16,0.1,0.14,0.12,0.08
bloomfilter,RandomBaseline03,Consilience,Science_50,0.74,0.74,0.76,0.7,0.52,0.62,0.32,0.54,0.64,0.7,0.42,0.66,0.62,0.66,0.52,0.62,0.66,0.66,0.66,0.7,0.72,0.7,0.64,0.6,0.52,0.58,0.58
bloomfilter,RandomBaseline03,Crop circle,Science_50,0.72,0.74,0.66,0.76,0.68,0.66,0.32,0.54,0.7,0.64,0.54,0.54,0.6,0.68,0.52,0.7,0.64,0.72,0.58,0.56,0.58,0.68,0.56,0.52,0.56,0.64,0.62
bloomfilter,RandomBaseline03,Data janitor,Science_50,0.36,0.36,0.34,0.38,0.38,0.28,0.14,0.38,0.42,0.36,0.2,0.32,0.36,0.34,0.26,0.36,0.38,0.32,0.36,0.36,0.3,0.38,0.38,0.32,0.2,0.32,0.3
bloomfilter,RandomBaseline03,Dustbin category,Science_50,0.14,0.12,0.12,0.12,0.1,0.08,0.04,0.08,0.12,0.12,0.08,0.08,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.08,0.04,0.06,0.06
bloomfilter,RandomBaseline03,Electronic voice phenomenon,Science_50,0.6,0.62,0.66,0.68,0.58,0.66,0.36,0.48,0.74,0.7,0.46,0.58,0.72,0.72,0.56,0.66,0.6,0.64,0.58,0.66,0.54,0.58,0.58,0.5,0.5,0.54,0.6
bloomfilter,RandomBaseline03,Haplogroup A-P305,Science_50,0.14,0.1,0.12,0.16,0.12,0.14,0.06,0.1,0.14,0.16,0.14,0.12,0.14,0.14,0.12,0.16,0.14,0.12,0.16,0.14,0.08,0.14,0.16,0.1,0.14,0.14,0.1
bloomfilter,RandomBaseline03,History and naming of human leukocyte antigens,Science_50,0.64,0.72,0.62,0.66,0.6,0.6,0.2,0.6,0.68,0.74,0.46,0.66,0.58,0.64,0.58,0.7,0.7,0.6,0.8,0.68,0.64,0.66,0.68,0.6,0.56,0.58,0.6
bloomfilter,RandomBaseline03,History of pseudoscience,Science_50,0.72,0.7,0.56,0.7,0.6,0.72,0.46,0.54,0.78,0.58,0.54,0.62,0.62,0.74,0.58,0.76,0.82,0.64,0.64,0.66,0.6,0.7,0.68,0.46,0.5,0.58,0.58
bloomfilter,RandomBaseline03,How to Build a Dinosaur,Science_50,0.44,0.46,0.5,0.52,0.44,0.48,0.38,0.36,0.48,0.5,0.22,0.42,0.38,0.52,0.44,0.5,0.5,0.42,0.54,0.42,0.4,0.38,0.4,0.32,0.32,0.34,0.38
bloomfilter,RandomBaseline03,Ibn al-Haytham,Science_50,0.72,0.84,0.74,0.74,0.64,0.72,0.24,0.56,0.78,0.8,0.56,0.82,0.66,0.78,0.62,0.78,0.64,0.7,0.68,0.66,0.72,0.7,0.76,0.72,0.52,0.7,0.68
bloomfilter,RandomBaseline03,In situ,Science_50,0.78,0.88,0.74,0.84,0.74,0.62,0.32,0.6,0.84,0.7,0.48,0.82,0.66,0.76,0.56,0.82,0.8,0.78,0.8,0.78,0.68,0.72,0.72,0.64,0.7,0.68,0.82
bloomfilter,RandomBaseline03,In the Name of Science,Science_50,0.16,0.16,0.12,0.1,0.14,0.12,0.04,0.12,0.14,0.12,0.12,0.14,0.12,0.12,0.14,0.1,0.16,0.12,0.14,0.16,0.08,0.14,0.16,0.12,0.12,0.12,0.1
bloomfilter,RandomBaseline03,Ion interaction chromatography,Science_50,0.1,0.14,0.12,0.06,0.02,0.06,0.06,0.08,0.1,0.1,0.04,0.1,0.06,0.04,0.04,0.06,0.08,0.08,0.08,0.06,0.02,0.1,0.04,0.04,0.04,0.02,0.06
bloomfilter,RandomBaseline03,"Journal of Natural Philosophy, Chemistry, and the Arts",Science_50,0.56,0.56,0.62,0.58,0.58,0.6,0.3,0.56,0.66,0.6,0.4,0.52,0.52,0.62,0.58,0.54,0.62,0.7,0.58,0.44,0.54,0.54,0.64,0.4,0.44,0.54,0.48
bloomfilter,RandomBaseline03,List of rectores magnifici of the Eindhoven University of Technology,Science_50,0.06,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.0,0.02,0.02,0.02,0.04,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.06,0.02
bloomfilter,RandomBaseline03,List of scientific demonstrations,Science_50,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
bloomfilter,RandomBaseline03,Living Earth Simulator Project,Science_50,0.12,0.2,0.16,0.18,0.2,0.14,0.1,0.14,0.22,0.18,0.1,0.2,0.14,0.18,0.12,0.14,0.18,0.16,0.2,0.16,0.1,0.18,0.2,0.12,0.12,0.12,0.14
bloomfilter,RandomBaseline03,Long-range locator,Science_50,0.54,0.62,0.64,0.56,0.5,0.56,0.32,0.48,0.64,0.56,0.34,0.52,0.6,0.6,0.42,0.58,0.64,0.66,0.54,0.56,0.38,0.56,0.5,0.44,0.42,0.54,0.56
bloomfilter,RandomBaseline03,Marine counterparts of land creatures,Science_50,0.72,0.6,0.56,0.72,0.56,0.52,0.46,0.34,0.62,0.66,0.34,0.56,0.58,0.72,0.6,0.6,0.62,0.46,0.46,0.52,0.58,0.56,0.42,0.5,0.36,0.54,0.52
bloomfilter,RandomBaseline03,Mechanism (philosophy),Science_50,0.82,0.78,0.8,0.7,0.56,0.68,0.24,0.56,0.74,0.76,0.48,0.74,0.64,0.76,0.58,0.72,0.6,0.56,0.62,0.62,0.76,0.72,0.66,0.66,0.42,0.68,0.58
bloomfilter,RandomBaseline03,NASA eClips,Science_50,0.22,0.2,0.22,0.26,0.24,0.3,0.18,0.18,0.32,0.18,0.14,0.18,0.28,0.24,0.24,0.3,0.26,0.2,0.28,0.32,0.14,0.26,0.32,0.16,0.2,0.22,0.24
bloomfilter,RandomBaseline03,Neuralgia-inducing cavitational osteonecrosis,Science_50,0.26,0.22,0.24,0.24,0.16,0.22,0.08,0.2,0.22,0.26,0.16,0.2,0.22,0.2,0.2,0.24,0.22,0.18,0.26,0.2,0.24,0.24,0.28,0.16,0.14,0.22,0.18
bloomfilter,RandomBaseline03,Open research,Science_50,0.74,0.78,0.72,0.74,0.68,0.64,0.34,0.72,0.82,0.76,0.42,0.7,0.76,0.78,0.64,0.7,0.72,0.62,0.8,0.74,0.6,0.68,0.84,0.7,0.48,0.66,0.72
bloomfilter,RandomBaseline03,Organicism,Science_50,0.66,0.7,0.66,0.66,0.56,0.56,0.32,0.44,0.62,0.74,0.46,0.64,0.58,0.68,0.58,0.56,0.66,0.52,0.6,0.6,0.64,0.58,0.66,0.56,0.44,0.56,0.48
bloomfilter,RandomBaseline03,Prediction,Science_50,0.78,0.78,0.84,0.68,0.68,0.66,0.3,0.78,0.78,0.74,0.44,0.82,0.76,0.72,0.6,0.64,0.72,0.76,0.7,0.8,0.76,0.74,0.8,0.74,0.54,0.6,0.7
bloomfilter,RandomBaseline03,Quasi-empirical method,Science_50,0.42,0.44,0.5,0.46,0.46,0.38,0.12,0.36,0.44,0.4,0.28,0.38,0.48,0.42,0.36,0.46,0.46,0.36,0.38,0.36,0.5,0.44,0.4,0.42,0.32,0.36,0.42
bloomfilter,RandomBaseline03,Regius Professor of Natural History (Aberdeen),Science_50,0.06,0.04,0.02,0.06,0.04,0.04,0.02,0.02,0.06,0.02,0.06,0.02,0.02,0.06,0.04,0.08,0.06,0.04,0.04,0.04,0.04,0.06,0.06,0.04,0.02,0.06,0.04
bloomfilter,RandomBaseline03,Scientific Integrity in Policymaking,Science_50,0.66,0.54,0.66,0.64,0.58,0.58,0.26,0.54,0.66,0.6,0.46,0.48,0.64,0.68,0.66,0.7,0.68,0.56,0.58,0.6,0.58,0.62,0.68,0.52,0.46,0.6,0.58
bloomfilter,RandomBaseline03,Social studies of finance,Science_50,0.4,0.4,0.42,0.42,0.34,0.38,0.12,0.38,0.44,0.42,0.22,0.28,0.42,0.38,0.28,0.34,0.4,0.34,0.34,0.44,0.34,0.42,0.4,0.32,0.36,0.3,0.38
bloomfilter,RandomBaseline03,THE GrEEK CAMPUS,Science_50,0.12,0.1,0.14,0.12,0.1,0.12,0.08,0.12,0.14,0.1,0.12,0.14,0.08,0.1,0.08,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.1,0.12
bloomfilter,RandomBaseline03,The Hunting Hypothesis,Science_50,0.8,0.66,0.62,0.74,0.58,0.66,0.36,0.42,0.66,0.62,0.42,0.52,0.62,0.66,0.48,0.64,0.62,0.56,0.58,0.56,0.52,0.64,0.66,0.48,0.42,0.56,0.52
bloomfilter,RandomBaseline03,The World (Descartes),Science_50,0.62,0.68,0.6,0.64,0.48,0.66,0.36,0.44,0.68,0.64,0.44,0.68,0.6,0.66,0.52,0.74,0.62,0.6,0.52,0.52,0.58,0.62,0.56,0.56,0.52,0.62,0.6
bloomfilter,RandomBaseline03,Theory of forms,Science_50,0.78,0.78,0.72,0.76,0.66,0.8,0.34,0.6,0.76,0.78,0.64,0.66,0.7,0.86,0.7,0.72,0.82,0.72,0.66,0.66,0.68,0.72,0.64,0.6,0.56,0.64,0.7
bloomfilter,RandomBaseline03,University of Valencia Science Park,Science_50,0.68,0.74,0.64,0.64,0.62,0.66,0.34,0.6,0.74,0.66,0.46,0.7,0.6,0.52,0.5,0.66,0.72,0.5,0.6,0.68,0.52,0.68,0.64,0.54,0.56,0.54,0.6
bloomfilter,RandomBaseline03,798 Art Zone,Arts_50,0.7,0.56,0.64,0.68,0.58,0.82,0.52,0.64,0.84,0.58,0.4,0.58,0.54,0.58,0.48,0.6,0.72,0.72,0.66,0.74,0.44,0.66,0.6,0.5,0.66,0.68,0.68
bloomfilter,RandomBaseline03,A. W. Mellon lectures,Arts_50,0.18,0.1,0.14,0.16,0.1,0.14,0.06,0.1,0.16,0.14,0.14,0.08,0.16,0.16,0.14,0.16,0.16,0.1,0.12,0.16,0.16,0.16,0.14,0.06,0.1,0.16,0.1
bloomfilter,RandomBaseline03,Added art,Arts_50,0.2,0.16,0.14,0.14,0.1,0.2,0.14,0.1,0.14,0.16,0.1,0.16,0.1,0.18,0.1,0.14,0.14,0.14,0.14,0.16,0.14,0.12,0.14,0.14,0.18,0.1,0.16
bloomfilter,RandomBaseline03,Art Jog,Arts_50,0.06,0.06,0.04,0.06,0.04,0.06,0.04,0.04,0.06,0.06,0.04,0.04,0.04,0.06,0.04,0.06,0.04,0.06,0.06,0.06,0.04,0.06,0.06,0.06,0.06,0.04,0.06
bloomfilter,RandomBaseline03,"Arts District (Portland, Maine)",Arts_50,0.26,0.22,0.16,0.24,0.28,0.32,0.24,0.16,0.3,0.26,0.18,0.22,0.18,0.34,0.16,0.3,0.28,0.34,0.22,0.22,0.18,0.3,0.24,0.2,0.3,0.3,0.3
bloomfilter,RandomBaseline03,Arts and Crafts movement,Arts_50,0.72,0.54,0.62,0.82,0.6,0.82,0.5,0.56,0.7,0.58,0.46,0.5,0.56,0.64,0.54,0.6,0.6,0.58,0.56,0.64,0.56,0.62,0.54,0.52,0.6,0.64,0.6
bloomfilter,RandomBaseline03,Aspectism,Arts_50,0.1,0.1,0.1,0.1,0.02,0.1,0.06,0.06,0.1,0.1,0.04,0.06,0.06,0.08,0.06,0.08,0.08,0.1,0.06,0.08,0.08,0.1,0.06,0.04,0.08,0.06,0.1
bloomfilter,RandomBaseline03,Benda Bilili!,Arts_50,0.36,0.26,0.3,0.3,0.3,0.38,0.36,0.3,0.42,0.3,0.22,0.26,0.28,0.44,0.26,0.3,0.3,0.36,0.28,0.32,0.22,0.3,0.34,0.22,0.28,0.3,0.32
bloomfilter,RandomBaseline03,Biomechanical art,Arts_50,0.24,0.14,0.18,0.22,0.18,0.22,0.14,0.16,0.24,0.18,0.14,0.1,0.12,0.16,0.16,0.16,0.18,0.16,0.1,0.14,0.16,0.2,0.1,0.14,0.16,0.14,0.16
bloomfilter,RandomBaseline03,Black Spark,Arts_50,0.28,0.18,0.22,0.26,0.24,0.3,0.24,0.16,0.32,0.26,0.18,0.18,0.22,0.26,0.24,0.22,0.22,0.22,0.2,0.24,0.14,0.26,0.26,0.12,0.22,0.26,0.18
bloomfilter,RandomBaseline03,Capsule review,Arts_50,0.22,0.22,0.26,0.24,0.22,0.26,0.18,0.18,0.28,0.26,0.16,0.22,0.2,0.28,0.24,0.22,0.22,0.26,0.26,0.22,0.24,0.2,0.24,0.2,0.18,0.2,0.24
bloomfilter,RandomBaseline03,China International Gallery Exposition,Arts_50,0.16,0.14,0.14,0.14,0.1,0.14,0.08,0.04,0.14,0.12,0.06,0.1,0.08,0.12,0.08,0.1,0.08,0.14,0.08,0.12,0.08,0.12,0.1,0.08,0.12,0.1,0.14
bloomfilter,RandomBaseline03,Chocolate box art,Arts_50,0.24,0.2,0.18,0.26,0.28,0.32,0.18,0.24,0.28,0.26,0.26,0.2,0.2,0.28,0.18,0.26,0.24,0.22,0.18,0.24,0.2,0.28,0.18,0.18,0.24,0.28,0.22
bloomfilter,RandomBaseline03,Cliché verre,Arts_50,0.4,0.36,0.34,0.4,0.36,0.5,0.3,0.26,0.4,0.36,0.22,0.24,0.34,0.34,0.24,0.26,0.32,0.28,0.3,0.26,0.24,0.3,0.22,0.28,0.2,0.28,0.36
bloomfilter,RandomBaseline03,Comprachicos,Arts_50,0.62,0.5,0.54,0.54,0.52,0.56,0.32,0.38,0.62,0.64,0.5,0.44,0.42,0.56,0.4,0.54,0.5,0.42,0.62,0.46,0.44,0.52,0.46,0.38,0.4,0.48,0.44
